"4.17022004702574,7.203244934421581,0.0","3.0233257263183977,1.4675589081711304,0.0","1.862602113776709,3.4556072704304777,0.0","5.3881673400335695,4.191945144032948,0.0","2.0445224973151745,8.781174363909454,0.0","6.704675101784022,4.17304802367127,0.0","1.4038693859523377,1.981014890848788,0.0","9.682615757193975,3.1342417815924284,0.0","8.763891522960384,8.946066635038473,0.0","0.3905478323288236,1.698304195645689,0.0","0.983468338330501,4.211076250050522,0.0","5.331652849730171,6.9187711395047335,0.0","6.865009276815837,8.346256718973729,0.0","7.501443149449675,9.888610889064948,0.0","2.804439920644052,7.892793284514886,0.0","4.478935261759052,9.085955030930956,0.0","6.788355329398909,2.1162811600005904,0.0","4.9157315928033825,0.5336254511708038,0.0","1.4672857490581015,5.893055369032842,0.0","4.141792695269027,0.4995345894608716,0.0","6.637946452197888,5.148891120583086,0.0","5.865550405019929,9.034019152878836,0.0","1.3927634725075855,8.073912887095238,0.0","1.6535419711693278,9.275085803960339,0.0","7.508121031361555,7.259979853504515,0.0","6.236722070556089,7.509424340273371,0.0","2.6992789176502607,8.958862181960669,0.0","9.648400471483855,6.634414978184481,0.0","1.1474597295337519,9.494892587070712,0.0","9.033795205622537,5.7367948667228585,0.0","6.171449136207238,3.2664490177209613,0.0","8.859420993107745,3.5726976000249975,0.0","6.233601157918027,0.15821242846556283,0.0","6.90896917516924,9.973228504514806,0.0","0.6600017272206249,7.554630526024663,0.0","9.230245355464833,7.115247586284718,0.0","0.19880133839795588,0.2621098687771928,0.0","5.528219786857659,8.420308923596057,0.0","2.791836790111395,5.857592714582879,0.0","5.6103021925571,0.1864728937294302,0.0","2.3297427384102045,8.071051956187791,0.0","8.635418545594288,7.471216427371846,0.0","1.3645522566068502,0.5991768951221166,0.0","0.44551878544761725,1.074941291060929,0.0","7.129889803826766,5.597169820541424,0.0","2.032932346609905,2.5232574457032344,0.0","8.468288014900352,2.398477591475862,0.0","6.1995571838137975,8.289808995501787,0.0","6.0632946165333035,5.688514370864813,0.0","9.886161544124489,5.797452192457969,0.0","5.509482191178968,7.453344309065021,0.0","2.649195576628094,0.6633483442844157,0.0","0.6653648135411494,2.6031509857854096,0.0","1.9343428262332774,6.3946088087994015,0.0","9.248079703993508,2.6329677048711098,0.0","9.319720691968373,0.13951572975597015,0.0","6.167783570016576,9.490163206876165,0.0","3.9000771414124626,4.859906670969098,0.0","3.948756129235549,9.632625284407117,0.0","1.2632951943963733,1.3507915804673132,0.0","0.21524805274197978,9.47970211217681,0.0","4.902535226199277,5.991103076458783,0.0","5.934814081966372,4.336763489894583,0.0","8.28845807980693,5.747115047081023,0.0","4.508739364133492,3.8210275203151722,0.0","4.014795834695406,3.1738394595827693,0.0","1.9856988842711087,4.267010093480328,0.0","7.9763880395856654,8.799982885634318,0.0","6.627198123752622,2.7020826202975776,0.0","8.548979426974023,5.277146463087466,0.0","7.70883910501888,5.688579907047155,0.0","3.4268890795328177,0.6820934841670412,0.0","5.694944127453757,1.6097143681560877,0.0","3.45172051155215,2.250399578140846,0.0","6.166850671552362,2.3366613923925006,0.0","5.158570169685298,4.771409870497823,0.0","1.445455401246598,7.515278171352438,0.0","5.19351824366033,7.8529602822161895,0.0","3.243624597261865,8.72922376400111,0.0","6.51304332340991,7.03516988152653,0.0","7.996152617360281,0.3457121987163425,0.0","7.3172860073952695,2.596983932983531,0.0","4.461462320034572,7.827494147841719,0.0","5.415593788873733,9.747403708550822,0.0","1.354279030721699,3.5570517098388112,0.0","0.2760601195450363,5.93432449464621,0.0","0.3232306662357398,7.0938725123129505,0.0","7.662113810757704,3.424541198435198,0.0","7.469384956075251,4.524048267464515,0.0","7.738743427204186,1.2564138113773882,0.0","0.10364261335231939,5.38627282576347,0.0","9.511937854902046,9.054020337027781,0.0","9.152743199147874,1.4555823115839706,0.0","9.899551783590736,7.1112245876581595,0.0","1.4679237341724316,2.642974827269007,0.0","3.1058725179420996,9.824174492929428,0.0","5.336533449712114,3.1446701118584963,0.0","3.6655664385123443,4.3359232727316455,0.0","2.9009685168742583,0.09348577966515781,0.0","3.114442141324628,5.172675985011298,0.0"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.002052049311343862,-0.07129608790483967,-0.1417739348118144,-0.0043438733595119764,-0.0015933779495425886,-0.001264872971151466,-0.3642431567480347,-8.561665291332683e-05,-2.1146942278009157e-05,-1.0525658161515916,-0.15509894726558107,-0.0010932151668285163,-0.00013472527781117178,-2.9519761633085677e-05,-0.002586087267780674,-0.0003854940557438827,-0.0016713979844524946,-0.009420313900538612,-0.028348119328210963,-0.019770559031153767,-0.0009446655641735101,-0.00016932993712773516,-0.0038527629252976523,-0.0011323516116176048,-0.00015669961259206654,-0.0003740202431144003,-0.0010490720166061688,-3.2941229314521976e-05,-0.0010421813249625875,-8.291461426030625e-05,-0.0026766985103991044,-0.00018054757776617144,-0.0023960394632397577,-4.1887020744175814e-05,-0.0076999750643867715,-3.855777895408786e-05,-0.46991901811765885,-0.00033447319243245556,-0.013990460881613006,-0.004414677052412346,-0.0027421147742843536,-5.410225633605214e-05,-0.26830723312777655,-0.7507075377733592,-0.00049985647946328,-0.1783604740067048,-0.0003076944685337419,-0.00022888071390838723,-0.0012280192345827388,-3.667617885240395e-05,-0.0006709160264771461,-0.08624099979921176,-0.6153983695961314,-0.014620306826779625,-0.00013898170753164218,-0.0001160030299771341,-9.851102191667066e-05,-0.011940356490505235,-0.00032358467230881064,-0.39744786900895124,-0.0012333850170265842,-0.002734624137290118,-0.0024764957541296507,-0.00016405121752133752,-0.011278821592507945,-0.022195186620953225,-0.07756967646009771,-4.2986312495788264e-05,-0.001872980336678627,-0.000153992566257493,-0.0002849518534781597,-0.041339480717982095,-0.004998465013328286,-0.04623625021909238,-0.0030697252723398526,-0.004217237769658041,-0.006430214731981491,-0.0006357588155222078,-0.0010057622100808445,-0.00040278800521248437,-0.0004427491412099195,-0.0009540127166763633,-0.0010577138086540077,-0.0001300678389260659,-0.19961562277024084,-0.04069419591443393,-0.012917828253791954,-0.0006018365019064128,-0.0005482335006661848,-0.0006374047026510839,-0.07206975524712107,-1.0862369940377167e-05,-0.00015692585032241259,-2.1334153496082275e-05,-0.2941034812561643,-0.00040326734625619387,-0.006210935236452114,-0.01925996807655283,-0.05470747134559536,-0.018308287073925702
-0.0035505538876958237,-0.0945411104495748,-0.23896789914224703,-0.007008712024878977,-0.0026648552939590657,-0.002004225938928981,-0.5121019525074,-0.00012751446549170398,-3.6109250037100036e-05,-1.5477483478695242,-0.2671135069604652,-0.001878201456924826,-0.00023166374153997654,-5.098195747945207e-05,-0.004425754784238263,-0.0006653521533428778,-0.0023953929389972125,-0.011841910963902594,-0.04822677134154155,-0.024229278478313156,-0.001547583491561472,-0.0002929613853498223,-0.00636638468706949,-0.0018658457442214797,-0.00026529405516098755,-0.000641650913173256,-0.0017766357180173593,-5.4132674745130343e-05,-0.0016873966474415139,-0.00013441290174109132,-0.004097744016497536,-0.00027444332686628613,-0.003011165343338392,-7.245108234849373e-05,-0.012420787033380828,-6.414281650097748e-05,-0.3571205452471635,-0.0005784697617406348,-0.02420984565717966,-0.005485755923344507,-0.004646780078696384,-9.096510398325803e-05,-0.2724697176510813,-0.7000996138293161,-0.0008237311085086778,-0.27393692462134744,-0.00044635518286353335,-0.0003947822883818229,-0.00205435868550327,-5.909189464690311e-05,-0.0011559793752441202,-0.10057537653791825,-1.2045925796316577,-0.024998108903277666,-0.00020330305930474493,-0.0001517984568132001,-0.00017045338121006906,-0.020202994919487707,-0.0005548576872907531,-0.47140020780185904,-0.0019274389601542298,-0.004666018340361223,-0.0039871231350525,-0.00026794398237295624,-0.018158347440967986,-0.03473213894072521,-0.133714978426525,-7.367175445247981e-05,-0.0027745997345776157,-0.0002478938546438333,-0.0004675893375760998,-0.05031136246349212,-0.006920290384659249,-0.06744490241634148,-0.00446157087780695,-0.006973016691102221,-0.010707452771925816,-0.001098969335024957,-0.0017207709084456433,-0.0006860191644012465,-0.0005777346100126016,-0.0014013845716899275,-0.0018303319484424066,-0.00022487854459398213,-0.3430668312280393,-0.0653410104201134,-0.020562953626634035,-0.0009167634471267375,-0.0008723158150028601,-0.0008724919601269559,-0.1150055742091699,-1.8477003148996823e-05,-0.00021814102659901383,-3.5285617241107135e-05,-0.4682354623221577,-0.0006831322892513225,-0.009526714577142562,-0.032216354744021056,-0.060216611606886704,-0.031511428701231484
-0.005697591513609221,-0.11945548929821623,-0.3778593377928027,-0.010759405248783388,-0.004050854182691427,-0.0030363681039183733,-0.6497176522274513,-0.00018413260294021532,-5.784038942152681e-05,-1.3946094018521111,-0.42136724469437636,-0.003016365769230494,-0.00037217599217471075,-8.194959537560911e-05,-0.006936870666186719,-0.001058213647943159,-0.003331467843750876,-0.014565705758183277,-0.07473710563711371,-0.028963634526527025,-0.0024082646896755066,-0.00047023619348957805,-0.00952305321308891,-0.0027862782062700077,-0.00042282716274290717,-0.0010299320882486873,-0.0027454693431842214,-8.45550789320212e-05,-0.002468956770992933,-0.0002077601038801961,-0.006024550137760769,-0.0004027182400127405,-0.003730374207432698,-0.00011635099032099674,-0.018020207757591538,-0.00010106903832809121,-0.2698665586228295,-0.0009291085284922414,-0.03879025192485198,-0.006709600379853995,-0.007181894344630714,-0.000144363996356255,-0.26137471094891873,-0.586015506731905,-0.0012880578584467302,-0.39293044005544725,-0.0006294452434505199,-0.0006346317495490211,-0.003246618296068157,-9.094163060474036e-05,-0.0018580379918748209,-0.1126203218238241,-1.8237335479897876,-0.039077573532940245,-0.0002890450097013583,-0.00019641955613985696,-0.000273505025367266,-0.03215010518365364,-0.000872879048819837,-0.5038703548025241,-0.002709808634024931,-0.0074682409675854745,-0.0061144749362349385,-0.0004163940227223546,-0.027779369861925113,-0.05172852835114811,-0.21492340117915096,-0.00011821098989870987,-0.003969287329388371,-0.0003809861354872199,-0.0007290290954221871,-0.05926849254136919,-0.009303711145484459,-0.09371173825179979,-0.006270129224589345,-0.010916472838206999,-0.016157012436949055,-0.0017659171206996923,-0.002697165694830687,-0.0010971549355967183,-0.0007436001865860084,-0.001993292367850214,-0.002933276926261869,-0.00035907436453253586,-0.5506223171844605,-0.09355887209478726,-0.029316309745107755,-0.001345630364294329,-0.0013271632351977774,-0.0011691809389430174,-0.1625971434010999,-2.9537330997243667e-05,-0.0002970292400351523,-5.537941098808167e-05,-0.6903827314029054,-0.001056588026525282,-0.014001081197284484,-0.05081476787541136,-0.06462674307569842,-0.050632069990327225
-0.00763971068926246,-0.12843986052466455,-0.49004878106999983,-0.013636019458044024,-0.005333661048468892,-0.003808392900725448,-0.6747451543511548,-0.00022265999649110287,-7.669471809480308e-05,-0.895676237979449,-0.5628097218731453,-0.0040168942141959405,-0.0004960906102876647,-0.00010965150209090112,-0.009258341154944894,-0.0014189719708814254,-0.0039035529853118766,-0.015567187383592512,-0.09916460744523367,-0.030266373983708607,-0.0030939437129342785,-0.0006304302949445047,-0.012431030550710499,-0.00363662447703103,-0.0005569253754405271,-0.0013701212004841312,-0.003643261317589481,-0.00010913033014005527,-0.0031883829205839433,-0.0002655430791313682,-0.007364604621332924,-0.000492853152476272,-0.004022563232813793,-0.00015593071991389063,-0.023119181478001682,-0.00013153265995942987,-0.2139606147292493,-0.0012450064671254406,-0.052039045545821984,-0.007161324612328644,-0.009528676240348878,-0.00018926113696854146,-0.23300456378294995,-0.4790625355393985,-0.0016628259001189622,-0.4600232582287973,-0.0007468290706171926,-0.000848128857563674,-0.004234365160093824,-0.00011582134473253652,-0.002480592578162147,-0.11154889161900358,-1.9002981540895583,-0.052075786751055085,-0.0003452994912870717,-0.00021926153917351982,-0.0003667445528510819,-0.04221641474339759,-0.001166819344485672,-0.4702773313120578,-0.003423191839000814,-0.009886507102988619,-0.0077463463417872325,-0.0005346673180560162,-0.03505044247858456,-0.06363554828561904,-0.2867868186565595,-0.0001571705428486342,-0.004750962967254553,-0.00048440378892111393,-0.0009387504346711443,-0.06105653296988494,-0.01060737194443731,-0.10851589325159249,-0.007396969929636266,-0.014092864618505922,-0.021178386053435038,-0.002364908137633742,-0.0036002919636952285,-0.001451250253444001,-0.0008257079741242247,-0.002377500145757948,-0.00393489157679503,-0.00048176307455921315,-0.7306923239529646,-0.11865859737652246,-0.03720604472845496,-0.001645594083719674,-0.0016716775754823624,-0.00133510567451895,-0.20405434709618395,-3.9059050771289896e-05,-0.0003436669885842037,-7.18021057694346e-05,-0.8187079183020259,-0.0014029053242998009,-0.01708621724122769,-0.06602001219412114,-0.06262488679318305,-0.06749441861411186
-0.011508907189931543,-0.14656448976560915,-0.7185091287763445,-0.019664711395290652,-0.007543980075155662,-0.005433820273881085,-0.6925533642193024,-0.0003047837171335713,-0.00011564607315954661,-0.6749739236150404,-0.8179406838243017,-0.006067673602434464,-0.0007495582142748626,-0.0001656218741184861,-0.013549644129013109,-0.002114581691277991,-0.005115299861070392,-0.01793560572681387,-0.142272427850187,-0.033666187616871325,-0.0045356497557202165,-0.0009501067883715092,-0.017231682084881916,-0.0050481894667551664,-0.000836043729669867,-0.002068930589340667,-0.005251566897103634,-0.00016091709405558193,-0.004331465481579104,-0.0003875623530722483,-0.010175619731049657,-0.0006841416485094084,-0.0047164827363706105,-0.0002351663454624103,-0.030876895701944237,-0.00019549387876902115,-0.1585013310123346,-0.0018780122381601213,-0.07821005367248651,-0.00826342206375144,-0.013718909967050039,-0.00028309653173855357,-0.20241166868793747,-0.36512237921393825,-0.0024506513112518896,-0.5777478558003829,-0.0009971611727435461,-0.0012815761804112025,-0.0063012569171104465,-0.00016844510263930927,-0.003748644573920403,-0.1135985840591932,-1.8768423116845296,-0.07574666411081034,-0.00046540888701372864,-0.00027089011002766534,-0.0005524688005210488,-0.0631515168148646,-0.0017173716748646348,-0.42551707269934175,-0.00445824987204663,-0.014889276763098844,-0.011173708709137043,-0.0007839651307500245,-0.050201157171527996,-0.08810154642155554,-0.4333504324292101,-0.00023729222697120263,-0.0063967359631361695,-0.000702857701396739,-0.0013802130015802563,-0.06618465423212261,-0.013369840302522052,-0.13781595127023313,-0.00976521954735208,-0.020745655415296802,-0.02959684102250705,-0.0035698552384435815,-0.005273634043066084,-0.0021848776347019898,-0.0010109925605604794,-0.003190647851653562,-0.005917486219871659,-0.0007213853346560572,-1.4255788410170986,-0.15355397238944904,-0.048556049619943586,-0.002279643598555982,-0.0023985817381753523,-0.0016950119234306806,-0.2569630856328018,-5.880382874682301e-05,-0.0004447246946313706,-0.00010635405762452656,-1.187016314306522,-0.0020261667795647533,-0.023514830769336158,-0.09769035650204991,-0.062278647178037855,-0.10197312440216887
-0.01505853717477995,-0.14865048962220628,-0.887845743413866,-0.024249587280525918,-0.00962006663332264,-0.006645058778775469,-0.6332487048714401,-0.0003607354380678456,-0.00014987647361785442,-0.5328434762859046,-1.3051321654670267,-0.007892438536831775,-0.0009759899784244946,-0.00021637167093350163,-0.01757479723187682,-0.0027627073761644426,-0.00583301198332147,-0.01854537608396046,-0.1823166644115713,-0.03388853035478568,-0.005688427443893853,-0.0012430161549705945,-0.02171391306930457,-0.006372967927088965,-0.0010763244723161402,-0.0026887732829596602,-0.006764206969135168,-0.00020319359019095509,-0.005401984978897324,-0.00048449689202940277,-0.012095258413176102,-0.0008185786988633979,-0.004955121580040286,-0.0003075930074805525,-0.03802452374125448,-0.00024884783311201255,-0.12554496758344214,-0.002456209204703438,-0.10234521020746054,-0.008573293104152842,-0.017653125284247714,-0.0003629005587870114,-0.17291561383450987,-0.29141020343031676,-0.003090598792743794,-0.6144508405737322,-0.0011561375917015615,-0.0016725420849904066,-0.008025102554518743,-0.0002099371485241141,-0.004887672766698586,-0.10705418816641132,-1.7246605999651363,-0.09787462014656938,-0.0005439654243931798,-0.00029662949182797046,-0.0007228590572141861,-0.08082682886035474,-0.0022338287796279726,-0.3676407901106808,-0.005422963772997821,-0.019248364876105754,-0.013790639412849715,-0.0009841302332232451,-0.06141378308107384,-0.10433074481254717,-0.5641028099106781,-0.0003082833898875574,-0.007449247920237417,-0.0008737147122455598,-0.0017368743397055627,-0.06522621883261313,-0.014769241714330715,-0.15147088303472828,-0.011187036279380532,-0.026099858310845,-0.03744717282925334,-0.004666878384193926,-0.006844422360411261,-0.0028238637305369823,-0.0010983047289355478,-0.0037095499819603285,-0.0077437464372019545,-0.0009436102460428022,-1.754553154983542,-0.18426811681956928,-0.058880196451927665,-0.0027204552509290506,-0.002949801219621856,-0.0018898562563503627,-0.30142757128261344,-7.602120029636055e-05,-0.0005037418202078553,-0.00013491382585692152,-1.2831990426938245,-0.0026129790249346543,-0.027815099598176567,-0.12336271314957888,-0.05807423096554215,-0.13269753200035606
-0.023221586894715793,-0.14563723912554305,-1.5402988779420221,-0.03373020675472391,-0.014094303384732358,-0.00913860362559746,-0.5084917488440011,-0.0004715968501321119,-0.00022784352222667397,-0.3590843335706286,-1.8023583068807136,-0.012062356803440203,-0.0014945450629700024,-0.00033302697460530536,-0.026591234508071986,-0.004243268804757178,-0.007125033329530462,-0.019158964525880968,-0.2679876333737131,-0.0333811841511783,-0.00817172348882148,-0.0019166831857174345,-0.03107026489838754,-0.009168323455992859,-0.0016180113706389145,-0.004104264629378315,-0.010102324631636734,-0.00029599064900804077,-0.007602132451723425,-0.0006937507076330375,-0.01581653249902771,-0.0010885932243843517,-0.005287130070939958,-0.0004741788259734652,-0.052026917451775075,-0.0003673233466172806,-0.08564388614807411,-0.0037860389450108294,-0.15778752738028598,-0.008942108865364005,-0.026296301367584974,-0.0005418624842207613,-0.13065506815862926,-0.19998546549765284,-0.004484993887377642,-0.6192963346133922,-0.0014578616871621717,-0.002570195343347498,-0.011832770502475824,-0.000299245555790668,-0.007499474956033978,-0.09396673703106297,-0.9237276646724727,-0.14669021858426146,-0.0006960355727188091,-0.0003411242749627345,-0.0011147108150507342,-0.11983069453336437,-0.0034007455224913893,-0.2788383431437118,-0.007296546960435276,-0.02910459575217343,-0.01923937231578263,-0.0014183409327660104,-0.08390446161018746,-0.1338741552275619,-0.860271735273901,-0.00047045466264799245,-0.00942084313068609,-0.001238765468927805,-0.0025125054589714667,-0.061743081776052894,-0.01704005035883577,-0.1695338581575544,-0.013740123868529169,-0.03760549078589688,-0.053931519587319225,-0.00718938086849472,-0.010372340979652098,-0.004271522394644537,-0.0012435254760845556,-0.004687583165055378,-0.011941060802067187,-0.0014531425193130643,-1.9463512168019066,-0.23708630320500543,-0.07810522694736255,-0.003594961424441139,-0.004101514726888411,-0.002230547909325541,-0.3676719993290638,-0.00011512020831506433,-0.0006119590631761947,-0.00019805670935967717,-0.9371925739196578,-0.003913393248104512,-0.03594806295016544,-0.17807972361894253,-0.05049027180425259,-0.20273535986210117
-0.030631495499887414,-0.1397460180180179,-1.6711836387545762,-0.041390709485606615,-0.017866602138149563,-0.011152328483975934,-0.42626587256264253,-0.0005580340025858291,-0.00029799082977214996,-0.27744161295418635,-1.891518166645545,-0.01582485222074484,-0.0019635397053464113,-0.000438904944830486,-0.034525543963841075,-0.0055766738960266625,-0.008027814227027008,-0.019276737764197343,-0.33847514034075477,-0.03249798181132558,-0.010277248915511886,-0.002528278370504445,-0.038661342500507276,-0.01147245006054803,-0.0021002143644491583,-0.005380755181382172,-0.01299364917826183,-0.0003764219821603819,-0.009364507928601126,-0.0008719769234620358,-0.018626539202260595,-0.0013018870453068005,-0.005453920736485662,-0.0006254360842981631,-0.0625459333067744,-0.0004712195760966937,-0.06681750820672351,-0.00499349866129841,-0.20803279886324977,-0.009076617969718054,-0.03373458113164465,-0.0007003606419558563,-0.1076790027307608,-0.156222347316363,-0.005682473597721255,-0.5859500147531355,-0.0016822866637451275,-0.0033840537297509066,-0.015147084916908532,-0.0003751205479318086,-0.009864396575812924,-0.08463624102560832,-0.7108789040268372,-0.18869712894695823,-0.0008116903397075084,-0.00037114463708295714,-0.0014704102445299923,-0.1535901289416019,-0.004438964100760471,-0.22898079860358672,-0.008706570220281977,-0.03789554355683328,-0.023684685007958783,-0.0017898581231207552,-0.10135648111423025,-0.15413862117304336,-1.4662012286367645,-0.0006167752288531887,-0.010858234008359304,-0.0015462652559281656,-0.0031775883652317176,-0.05841608765959489,-0.018437339201749073,-0.17705100792866107,-0.015512433302862632,-0.047304321931551485,-0.06736315035390888,-0.009479440119034538,-0.013488655826411606,-0.005566438827446725,-0.001337024683598335,-0.005407387927555577,-0.015747968221633143,-0.001914008869058257,-1.954111363195002,-0.2695000184118106,-0.09162866689299118,-0.004275353158521257,-0.0050479064502149005,-0.002462167592501878,-0.3987174702574275,-0.00015019570710845138,-0.0006896947362769574,-0.0002531952447098609,-0.8127308355178897,-0.005045920091397966,-0.04189199203614057,-0.2233920575823402,-0.04539396969263106,-0.2656769901476073
-0.04113549386408765,-0.13022604093263954,-1.6720794469618303,-0.050998920133866525,-0.022881736608895926,-0.013687157963980607,-0.3449203677663996,-0.0006636483924504993,-0.00039639390294892124,-0.20994255590310099,-1.8867989024054082,-0.021117216186496427,-0.002625016453494144,-0.0005888532783717463,-0.04547470411546516,-0.007455974149358885,-0.009011607473299632,-0.019088399965565817,-0.42811203913177015,-0.031018705893540426,-0.013058438139245296,-0.003395272709889759,-0.048385903189068435,-0.01447836141089826,-0.0027693103146570956,-0.007175422770523572,-0.0169323992313212,-0.00048520507167299116,-0.011608415749183308,-0.0011089301191794302,-0.021930067410939155,-0.0015655813578739281,-0.005565685837279016,-0.0008398463079982019,-0.07505864559117591,-0.0006133249817188224,-0.05110011190303691,-0.006704997074442325,-0.27917153239034037,-0.009093057018344708,-0.04379376646907328,-0.0009192287139988088,-0.08658591267425744,-0.11947322743640579,-0.007285325539075255,-0.5257938650726761,-0.001943822215302602,-0.004535129133780076,-0.019639191767063607,-0.00047579450274135135,-0.013204092180617171,-0.074253985583707,-0.5350368832309275,-0.24514106473016842,-0.0009495809467773698,-0.0004027695670177274,-0.0019746364040938214,-0.19884609071885156,-0.005887579581865249,-0.18288498500368972,-0.010408638667294405,-0.05010488059536866,-0.029326125874284795,-0.002285769128923005,-0.1222179208346131,-0.17515469002018605,-1.7906384243531166,-0.0008226285946391816,-0.012492759788168472,-0.0019506127604880933,-0.004066894836629568,-0.05397743587173806,-0.019750752613449496,-0.17998139801679924,-0.01742538923667009,-0.060000881170731,-0.08458608410744738,-0.01272424472132498,-0.017807543178551412,-0.007371644394087779,-0.0014303002338875873,-0.006235509152585521,-0.021142134261126284,-0.0025658053168482707,-1.8705243035895314,-0.29949475540755555,-0.10666907945877031,-0.0051027551569897064,-0.006261368560470538,-0.0027080155170434747,-0.41667496942856364,-0.00019925776144214888,-0.0007772617870643785,-0.00032831482755406636,-0.6680090468494019,-0.006597480957227624,-0.04861931971738607,-0.28102282627351993,-0.039870957066926394,-0.35367348163456375
